,SSB_Include,CSB_Include,Material,CS Length,BB Drop,Stack,SS E,ST Angle,BB OD,TT OD,HT OD,DT OD,CS OD,SS OD,ST OD,CS F,HT LX,ST UX,HT UX,HT Angle,HT Length,ST Length,BB Length,Dropout Offset,SSB OD,CSB OD,SSB Offset,CSB Offset,SS Z,SS Thickness,CS Thickness,TT Thickness,BB Thickness,HT Thickness,ST Thickness,DT Thickness,DT Length,Sim 1 Dropout X Disp.,Sim 1 Dropout Y Disp.,Sim 1 Bottom Bracket X Disp.,Sim 1 Bottom Bracket Y Disp.,Sim 2 Bottom Bracket Z Disp.,Sim 3 Bottom Bracket Y Disp.,Sim 3 Bottom Bracket X Rot.,Sim 1 Safety Factor,Sim 3 Safety Factor,Model Mass,batch
2607,0,0,Steel,0.405,0.068,0.5656,0.03,73.49999998763374,0.0381,0.02855,0.036000000000000004,0.034,0.01825,0.0115,0.0286,0.015,0.05,0.03,0.03,71.5,0.16399999999999998,0.505,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.3,0.0106,0.001544,0.004132,0.002412,0.009779000000000001,0.008828,0.00061117,0.002336,0.632839,0.015009999999999999,-0.0289,0.01755,-0.01596,0.001232,-0.0056235,0.0035785714285714323,0.3721,1.03,5.22,1_13
2608,1,1,Aluminum,0.425,0.062,0.597,0.045,72.99997971982306,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0465,0.0468,0.034,72.0,0.1902,0.6368,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.009187,0.003478,0.003602,0.007573999999999999,0.009571,0.00417,0.0016350000000000002,0.666327,0.041960000000000004,-0.0845,0.04821,-0.047869999999999996,0.00246,-0.017310000000000002,0.006000000000000003,0.2287,0.6283,3.02,3_4
2609,1,0,Steel,0.40897,0.05,0.5805,0.122,74.0000202554444,0.04,0.0286,0.05,0.0365,0.029,0.017,0.0318,0.015,0.0488,0.12,0.0353,73.0,0.1613,0.53,0.068,0.13,0.016,0.01775912247474788,0.36,0.35,0.009,0.005686,0.000594,0.007019,0.001524,0.00061184,0.008124,0.00055068,0.6579189999999999,-0.0052049999999999996,0.01005,-0.00564,0.005801,0.001871,-0.0077085,0.004435714285714286,0.9392,0.8148,5.33,1_13
2611,1,0,Aluminum,0.367,0.04,0.5421,0.055,75.00000349528622,0.04,0.04,0.05,0.05125,0.02635,0.0175,0.035,0.015,0.0513,0.0464,0.031,74.5,0.1537,0.5864,0.068,0.13,0.016,0.01775912247474788,0.37,0.35,0.009,0.000978,0.006167,0.0023350000000000003,0.00053519,0.00066553,0.001008,0.00076586,0.63436,-0.006286,0.013309999999999999,-0.00698,0.007851,0.0015970000000000001,-0.010239,0.005728571428571433,0.8517,0.5761,1.83,3_4
2612,1,1,Steel,0.39458000000000004,0.065,0.5656,0.045,75.99998673512805,0.04,0.0286,0.045,0.0365,0.0245,0.0135,0.0318,0.015,0.0458,0.024,0.039,75.0,0.1495,0.564,0.068,0.12,0.016,0.018,0.347,0.35,0.007,0.0017100000000000001,0.0028239999999999997,0.00161,0.00077148,0.003435,0.007931,0.007095999999999999,0.635655,0.008067,-0.01541,0.00962,-0.008133,0.0006093,-0.0028859999999999997,0.001985714285714286,0.4902,1.2309999999999999,8.77,2_2
2613,0,0,Steel,0.405,0.068,0.5656,0.03,73.49999998763374,0.0381,0.02855,0.036000000000000004,0.034,0.01825,0.0115,0.0286,0.015,0.05,0.03,0.03,71.5,0.16399999999999998,0.505,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.3,0.0106,0.001627,0.001416,0.0010949999999999998,0.008548,0.002285,0.00060053,0.005456,0.632839,0.0123,-0.02396,0.01456,-0.013080000000000001,0.001263,-0.004607,0.0030285714285714213,0.4025,1.1079999999999999,4.67,1_13
2614,1,1,Steel,0.405,0.075,0.5656,0.045,69.99997270451806,0.04,0.0286,0.04,0.0365,0.02335,0.013,0.0318,0.015,0.0461,0.0459,0.0392,70.0,0.1534,0.5859,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.0005110000000000001,0.0017280000000000002,0.001082,0.003554,0.005368,0.000863,0.0015970000000000001,0.611059,0.01844,-0.0348,0.02238,-0.01747,0.001093,-0.0059875,0.003207142857142855,0.2914,0.8472,3.67,2_2
2615,0,1,Titanium,0.425,0.06,0.5656,0.21,74.0000202554444,0.04,0.03445,0.05,0.04403,0.036,0.014,0.0318,0.015,0.07,0.19,0.045,73.5,0.1698,0.666,0.068,0.13,0.015848936170212168,0.022,0.33,0.35,0.005,0.00885,0.002023,0.000722,0.001888,0.001164,0.00099364,0.00053129,0.652925,0.05459,-0.1096,0.06377000000000001,-0.05686,0.001165,-0.01993,0.003428571428571437,0.3091,0.8436,2.84,1_13
2616,1,1,Steel,0.427,0.056,0.643,0.045,74.0000202554444,0.04,0.0286,0.044000000000000004,0.0365,0.02335,0.013,0.0327,0.015,0.043,0.0501,0.0295,68.0,0.11,0.47,0.073,0.145,0.016,0.018,0.33,0.35,0.009,0.006396,0.001248,0.001098,0.005032,0.0008865,0.003307,0.004725,0.685988,0.01245,-0.017769999999999998,0.01406,-0.008139,0.0010400000000000001,-0.0026095,0.002035714285714286,0.4665,0.9423,6.22,2_2
2617,1,1,Titanium,0.402,0.065,0.5336,0.125,73.49999998763374,0.04,0.03545,0.045,0.04083,0.02335,0.013,0.0318,0.015,0.0467,0.0476,0.027,72.5,0.1305,0.5556,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.000538,0.005054,0.000516,0.002104,0.001492,0.001416,0.0008916999999999999,0.641409,0.04509,-0.09203,0.053860000000000005,-0.049339999999999995,0.001698,-0.01771,0.005142857142857131,0.4445,1.2309999999999999,2.2,2_2
2619,0,0,Titanium,0.41,0.068,0.5656,0.03,73.49999998763374,0.0381,0.02855,0.036000000000000004,0.034,0.01825,0.0115,0.0286,0.015,0.05,0.03,0.03,72.5,0.1651,0.508,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.3,0.0106,0.000597,0.008747,0.002869,0.001925,0.0010609999999999999,0.002257,0.007404000000000001,0.640207,0.01984,-0.03991,0.02398,-0.0216,0.002152,-0.0078165,0.005178571428571427,0.7656,1.8630000000000002,3.58,1_13
2620,1,1,Steel,0.425,0.066,0.5547,0.045,72.99997971982306,0.04,0.0286,0.04,0.0365,0.02335,0.013,0.0318,0.015,0.0434,0.0327,0.0474,72.0,0.124,0.54,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.0023190000000000003,0.006144,0.00198,0.0023190000000000003,0.00087554,0.005562,0.00083551,0.662968,0.025789999999999997,-0.052289999999999996,0.03058,-0.02715,0.001049,-0.0094615,0.0023214285714285633,0.2513,0.7276,6.43,2_2
2621,1,1,Titanium,0.395,0.06,0.5656,0.15,75.00000349528622,0.04,0.0286,0.04,0.0365,0.0325,0.013,0.0318,0.015,0.0405,0.0457,0.0245,72.5,0.1062,0.5257,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.003312,0.000628,0.005406,0.000586,0.004966,0.000863,0.006973,0.631796,0.015059999999999999,-0.02578,0.01771,-0.0121,0.001557,-0.003962,0.0066142857142857114,0.9197,1.2830000000000001,3.92,2_2
2622,1,1,Steel,0.405,0.07,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0492,0.0492,0.0289,73.0,0.145,0.5152,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.008268000000000001,0.0038640000000000002,0.0010789999999999999,0.0022170000000000002,0.008415,0.0026420000000000003,0.007573999999999999,0.658742,0.009647,-0.01884,0.01154,-0.0102,0.000584,-0.0036765,0.0015928571428571435,0.4791,1.324,8.64,2_2
2623,1,1,Titanium,0.395,0.06,0.5656,0.15,74.0000202554444,0.04,0.0286,0.05,0.02698,0.026,0.0115,0.0349,0.015,0.0483,0.0137,0.0283,73.0,0.1189,0.4937,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.003321,0.003496,0.003074,0.00969,0.00055513,0.001181,0.00096217,0.6245029999999999,0.04289,-0.07009,0.048760000000000005,-0.035089999999999996,0.001918,-0.0118,0.004571428571428583,0.4802,1.6119999999999999,2.59,2_2
2625,0,0,Steel,0.38548000000000004,0.053,0.5656,0.1735,76.50000700293872,0.04,0.032,0.05,0.0365,0.0285,0.0225,0.0318,0.015,0.0422,0.0283,0.0301,73.5,0.145,0.52,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.009,0.003423,0.00912,0.003135,0.006037,0.004626,0.0022660000000000002,0.004736,0.631778,-0.0019210000000000002,0.004406,-0.002199,0.002173,0.0003067,-0.0025395,0.0010928571428571422,0.7478,1.547,9.48,1_13
2626,1,1,Steel,0.39,0.0,0.5402,0.045,72.99997971982306,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.047,0.0516,0.0258,71.0,0.1319,0.4,0.068,0.135,0.016,0.018,0.33,0.35,0.009,0.005359,0.0031420000000000003,0.000653,0.0007863,0.00719,0.009466,0.002787,0.637387,-0.004493,0.00798,-0.0044020000000000005,0.004646,0.0007428,-0.005583,0.002414285714285712,1.0170000000000001,0.7646,7.16,2_2
2627,1,1,Steel,0.39,0.0,0.5402,0.045,72.99997971982306,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.047,0.0516,0.0258,71.0,0.1319,0.4,0.068,0.135,0.016,0.018,0.33,0.35,0.009,0.0006519999999999999,0.004788000000000001,0.002538,0.00062222,0.001159,0.001389,0.002659,0.637387,-0.003824,0.006886,-0.0037549999999999997,0.003941,0.0007528,-0.004706500000000001,0.0028642857142857103,1.273,0.8262,4.9,2_2
2628,1,1,Steel,0.3656,-0.017,0.5656,0.045,67.49998595702374,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0445,0.0535,0.0249,62.0,0.099,0.2735,0.068,0.135,0.016,0.018,0.33,0.35,0.009,0.008620000000000001,0.001117,0.001891,0.004718,0.000784,0.002512,0.0012519999999999999,0.523115,-0.003626,0.003195,-0.0035700000000000003,0.0005945,0.00101,-0.00011228500000000001,0.0020073571428571428,0.9788,3.55,3.12,2_2
2629,1,1,Steel,0.405,0.068,0.5616,0.045,74.49998322747555,0.04,0.03555,0.065,0.0365,0.02635,0.013,0.0318,0.015,0.0552,0.0503,0.0395,72.0,0.157,0.5143,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.007908,0.001236,0.0015660000000000001,0.008237999999999999,0.001401,0.006378,0.001521,0.638587,0.01114,-0.02155,0.013040000000000001,-0.01163,0.000875,-0.0040725,0.0019642857142857144,0.4431,1.254,6.33,2_2
2630,1,1,Titanium,0.395,0.055,0.5656,0.1,72.99997971982306,0.04,0.0286,0.05,0.0365,0.0325,0.013,0.0318,0.015,0.0416,0.0111,0.0273,73.0,0.1053,0.4911,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.007513,0.000851,0.000643,0.0013289999999999999,0.00085842,0.002254,0.002432,0.61461,0.029580000000000002,-0.04704,0.03418,-0.02143,0.0015400000000000001,-0.0070539999999999995,0.004328571428571414,0.6474,1.9609999999999999,2.4,2_2
2631,1,1,Steel,0.405,0.07,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0492,0.0492,0.0289,73.0,0.145,0.5152,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.003043,0.004229999999999999,0.000766,0.001945,0.0030789999999999997,0.004069,0.001429,0.658742,0.02362,-0.0459,0.02815,-0.02504,0.0009103,-0.009032,0.0023857142857142675,0.2514,0.7,5.68,2_2
2632,1,1,Steel,0.41,0.06,0.5656,0.035,73.49999998763374,0.04,0.0286,0.0334,0.0365,0.019,0.011,0.0286,0.015,0.0358,0.029,0.0296,72.5,0.1145,0.5527,0.068,0.13,0.013,0.013,0.33,0.362,0.009,0.001775,0.009241,0.000696,0.00196,0.004344,0.001463,0.009404000000000001,0.6313340000000001,0.009647,-0.017130000000000003,0.01138,-0.008305,0.0007959,-0.002819,0.0019857142857142825,0.4862,1.42,7.32,2_2
2633,1,1,Steel,0.415,0.05,0.5656,0.035,72.99997971982306,0.04,0.0286,0.034,0.0365,0.02,0.011,0.0286,0.015,0.0376,0.019,0.0277,72.0,0.12,0.5272,0.068,0.13,0.014,0.013,0.33,0.37,0.009,0.006519,0.003481,0.0027300000000000002,0.002234,0.002251,0.0019219999999999999,0.0013449999999999998,0.6127779999999999,-0.005107,0.008936,-0.005568,0.004645000000000001,0.001309,-0.0042225,0.003207142857142855,1.073,1.1,4.55,2_2
2634,1,1,Titanium,0.405,0.047,0.5656,0.15,77.00002727074938,0.04,0.0335,0.05,0.0365,0.026,0.013,0.0318,0.015,0.0486,0.0463,0.0418,72.5,0.1091,0.5363,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.0060420000000000005,0.001508,0.006922,0.00271,0.00070254,0.004437,0.00119,0.633071,-0.005215,0.008973,-0.005681,0.004521,0.0018670000000000002,-0.0042369999999999994,0.00402857142857143,3.05,3.17,3.75,2_2
2635,1,1,Titanium,0.42061000000000004,0.077,0.5327,0.17,77.49999024278054,0.04,0.0375,0.06,0.0365,0.035,0.013,0.0318,0.015,0.04,0.0475,0.04,74.0,0.1092,0.5475,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.001131,0.00148,0.001332,0.00077318,0.00822,0.003112,0.00074651,0.7307560000000001,0.04842,-0.1142,0.059079999999999994,-0.06612,0.001614,-0.02486,0.004571428571428583,0.4363,1.1079999999999999,3.2,2_2
2637,1,1,Titanium,0.40371,0.07,0.5656,0.045,74.0000202554444,0.04,0.03125,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.048,0.0439,0.0341,73.0,0.0988,0.5239,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.007238,0.000964,0.00663,0.00063835,0.002188,0.0010710000000000001,0.002239,0.662977,0.02189,-0.03884,0.02628,-0.01909,0.003038,-0.00635,0.009214285714285717,1.005,1.162,3.2,2_2
2638,1,1,Steel,0.435,0.055,0.5656,0.035,70.49999297232874,0.04,0.0286,0.031,0.0365,0.025,0.017,0.0286,0.015,0.0392,0.0184,0.0294,69.5,0.1282,0.5484,0.068,0.136,0.02,0.025,0.33,0.37,0.009,0.001266,0.000597,0.001187,0.001398,0.009014,0.0019920000000000003,0.003973,0.631749,0.01339,-0.02452,0.015569999999999999,-0.01193,0.001291,-0.0040465,0.00285,0.376,1.105,5.02,2_2
2639,1,1,Titanium,0.41984,0.06,0.4949,0.2,74.0000202554444,0.04,0.0298,0.0435,0.0365,0.02335,0.013,0.0318,0.015,0.0461,0.0433,0.0362,70.5,0.11199999999999999,0.5433,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.001377,0.009153,0.001088,0.009384,0.0017120000000000002,0.0009369999999999999,0.001219,0.642616,0.04591,-0.1085,0.054310000000000004,-0.056420000000000005,0.001541,-0.019465,0.005214285714285724,0.4343,1.212,2.99,2_2
2640,0,0,Titanium,0.39,0.07,0.5656,0.19,75.60000489834722,0.0381,0.02225,0.04,0.034,0.0355,0.015425,0.027,0.005,0.025,0.008,0.02,73.0,0.1254,0.548,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.3,0.02,0.008024,0.002199,0.000598,0.00073728,0.00094405,0.001745,0.00063416,0.643867,0.1234,-0.236,0.1466,-0.127,0.001194,-0.046475,0.005071428571428587,0.1838,0.4234,2.31,1_13
2642,0,0,Aluminum,0.3905,0.007,0.5656,0.06,72.50001674779189,0.04,0.0385,0.05,0.0455,0.031,0.0165,0.0318,0.015,0.045,0.06,0.03,68.5,0.11,0.315,0.073,0.13,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.0037170000000000003,0.008876,0.002264,0.002695,0.00060694,0.00337,0.00343,0.6354569999999999,-0.004592000000000001,0.007267,-0.004625,0.0038090000000000003,0.0006817,-0.0037925,0.002264285714285708,1.546,1.48,3.12,3_4
2644,1,1,Steel,0.42,0.044983999999999996,0.5656,0.075,72.99780248020156,0.04,0.0286,0.046,0.0365,0.02335,0.013,0.0328,0.015,0.0546,0.0719,0.0266,67.99781,0.12,0.48,0.073,0.13,0.016,0.018,0.33,0.35,0.009,0.000802,0.005472,0.000592,0.008905,0.003152,0.007654,0.004497999999999999,0.774566,-0.004719,0.010459999999999999,-0.005143,0.006256,0.0006149,-0.008890499999999999,0.0021071428571428456,1.337,0.8918,8.76,2_2
2645,1,1,Steel,0.415,0.065,0.6381,0.045,74.0000202554444,0.04,0.0286,0.06,0.0365,0.02335,0.0165,0.0349,0.015,0.0499,0.1252,0.0227,67.5,0.1181,0.478,0.068,0.135,0.016,0.018,0.33,0.35,0.009,0.0005740000000000001,0.004511,0.0019420000000000001,0.001495,0.00415,0.006613,0.005267,0.725729,0.014119999999999999,-0.022940000000000002,0.0164,-0.01157,0.0007821000000000001,-0.004033,0.0018857142857142818,0.3772,1.062,6.82,1_13
2646,0,0,Aluminum,0.3905,0.007,0.5656,0.06,72.50001674779189,0.04,0.0385,0.05,0.0455,0.031,0.0165,0.0318,0.015,0.045,0.06,0.03,68.5,0.11,0.315,0.073,0.13,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.000668,0.001131,0.005239,0.002463,0.001472,0.002867,0.001124,0.6354569999999999,-0.00551,0.009177,-0.005696,0.004525,0.0017350000000000002,-0.0050539999999999995,0.005200000000000002,1.494,1.574,1.79,3_4
2647,0,1,Titanium,0.79694,-0.003,0.625,0.036,37.0000101277222,0.08,0.0286,0.043,0.0365,0.02985,0.051,0.0348,0.03,0.047,0.22,0.068,39.0,0.1812,0.567,0.08800000000000001,0.13,0.015848936170212168,0.027,0.33,0.55,0.0092,0.0053549999999999995,0.0006309999999999999,0.00642,0.00090418,0.0014060000000000001,0.0036710000000000002,0.001326,1.260594,-0.05388,0.1758,-0.04784,0.1055,0.008043000000000002,-0.1622,0.015714285714285767,0.1856,0.5531,9.76,3_1
2648,1,1,Steel,0.46,0.078,0.6061,0.045,72.50001674779189,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0559,0.048,0.041,72.0,0.1705,0.58,0.068,0.135,0.016,0.018,0.33,0.35,0.009,0.001352,0.00329,0.0013210000000000001,0.0016300000000000002,0.00068579,0.0008869999999999999,0.00071865,0.684689,0.03778,-0.07608,0.04539,-0.03967,0.0016940000000000002,-0.013920000000000002,0.0038571428571428606,0.2016,0.5266,3.73,2_2
2651,1,1,Titanium,0.435,0.07,0.595,0.045,72.99997971982306,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0467,0.0534,0.0289,71.5,0.1817,0.5334,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.0024809999999999997,0.00058,0.0008810000000000001,0.00088068,0.002306,0.00517,0.00065923,0.6698,0.07197,-0.1447,0.08562,-0.08101,0.006068,-0.029754999999999997,0.011642857142857163,0.2339,0.6035,2.47,3_1
2652,0,1,Titanium,0.39909,0.05,0.5656,0.18,78.00001051059121,0.04,0.0325,0.0413,0.0365,0.0265,0.013,0.0318,0.015,0.0227,0.0114,0.0246,76.0,0.1183,0.5444,0.068,0.12,0.015848936170212168,0.018,0.33,0.35,0.009,0.003693,0.00511,0.001736,0.0007476,0.004139,0.0018030000000000001,0.00077658,0.628676,-0.01065,0.02186,-0.011609999999999999,0.01128,0.001574,-0.01311,0.0051428571428571435,1.169,1.294,2.79,1_13
2653,1,1,Steel,0.385,0.07,0.5143,0.045,74.0000202554444,0.04,0.0286,0.0413,0.0365,0.02335,0.013,0.0272,0.015,0.0443,0.0477,0.0323,73.0,0.1305,0.5477,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.000677,0.009033,0.000572,0.003805,0.003179,0.001102,0.009662,0.623972,0.008315000000000001,-0.01815,0.01023,-0.009719,0.0004168,-0.003477,0.00152857142857143,0.4829,1.3330000000000002,7.77,2_2
2654,1,1,Titanium,0.423,0.01,0.57,0.125,74.0000202554444,0.046,0.0286,0.045,0.0365,0.026,0.013,0.0318,0.015,0.0399,0.1424,0.0267,67.0,0.0986,0.46,0.092,0.135,0.016,0.018,0.33,0.35,0.009,0.001074,0.005801,0.0033079999999999997,0.005138,0.002298,0.0013390000000000001,0.002986,0.653231,-0.008369,0.01384,-0.008342,0.0070599999999999994,0.001039,-0.00632,0.004014285714285714,2.519,2.583,3.85,2_2
2656,1,1,Titanium,0.44,0.05,0.5656,0.045,75.00000349528622,0.046,0.0286,0.045,0.03905,0.025,0.019,0.04,0.015,0.0486,0.0453,0.0367,75.0,0.146,0.58,0.068,0.13,0.02,0.018,0.33,0.35,0.009,0.009027,0.001506,0.006354,0.00054747,0.0015689999999999999,0.002153,0.002128,0.661613,-0.006781000000000001,0.014119999999999999,-0.007281999999999999,0.007928,0.002216,-0.0082765,0.007464285714285707,2.7510000000000003,1.598,4.65,2_2
2657,1,1,Titanium,0.44,0.05,0.5656,0.045,75.00000349528622,0.046,0.0286,0.045,0.03905,0.025,0.019,0.04,0.015,0.0486,0.0453,0.0367,75.0,0.146,0.58,0.068,0.13,0.02,0.018,0.33,0.35,0.009,0.0029460000000000003,0.00217,0.000533,0.00339,0.004629,0.001285,0.002017,0.661613,-0.01094,0.02291,-0.01178,0.01273,0.001666,-0.01356,0.004142857142857147,1.7,1.463,3.23,2_2
2658,0,0,Aluminum,0.405,0.07,0.5656,0.066,78.00001051059121,0.08800000000000001,0.0371,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0523,0.0509,0.0366,77.0,0.145,0.5169,0.068,0.12,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.002069,0.009264,0.00098,0.001046,0.002093,0.0021379999999999997,0.001286,0.677453,0.06599,-0.1276,0.08121,-0.06502000000000001,0.0038880000000000004,-0.023620000000000002,0.01757142857142857,0.09907,0.2475,1.88,3_4
2660,1,1,Steel,0.447,0.06,0.604,0.045,73.00181318476747,0.04,0.0286,0.044000000000000004,0.0365,0.02335,0.013,0.0318,0.015,0.0482,0.0498,0.0288,70.0,0.1078,0.515,0.073,0.135,0.016,0.018,0.33,0.35,0.009,0.001324,0.0008039999999999999,0.002494,0.005144,0.0016170000000000002,0.003778,0.002092,0.697437,0.01782,-0.03063,0.0204,-0.01496,0.0016190000000000002,-0.0049755,0.0029928571428571495,0.366,1.095,5.07,2_2
2661,1,1,Steel,0.44,0.07,0.5656,0.045,71.99999647998123,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0388,0.0216,0.0268,72.5,0.141,0.5916,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.001737,0.001872,0.005076,0.006185,0.005166,0.005076,0.003235,0.654095,0.009769,-0.0199,0.01155,-0.01054,0.0008339,-0.0036804999999999997,0.0018500000000000007,0.4522,1.281,8.04,2_2
2662,1,1,Steel,0.405,0.07,0.6057,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0368,0.0272,0.0292,70.5,0.1983,0.6172,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.00139,0.000723,0.005667,0.001176,0.0006648,0.001191,0.008169,0.672238,0.008039,-0.01653,0.009678,-0.009674,0.001104,-0.003673,0.0023428571428571374,0.4975,1.183,7.31,2_2
2663,0,0,Steel,0.4,0.07,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0429,0.0221,0.0331,73.0,0.11,0.52,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.009,0.0018219999999999998,0.001511,0.000651,0.00065061,0.00082217,0.001224,0.0011279999999999999,0.6434840000000001,0.031310000000000004,-0.05529,0.037630000000000004,-0.02738,0.001778,-0.0094135,0.004407142857142853,0.2195,0.6426,2.59,1_13
2664,0,1,Titanium,0.405,0.05,0.5322,0.045,74.00053591746003,0.04,0.0286,0.0413,0.0365,0.02335,0.013,0.0318,0.015,0.035,0.0489,0.04,76.0,0.129,0.5389,0.068,0.12,0.015848936170212168,0.018,0.33,0.35,0.009,0.00155,0.001834,0.000529,0.002151,0.009747,0.007668,0.0014140000000000001,0.644362,-0.01491,0.03282,-0.01627,0.018969999999999997,0.002232,-0.02241,0.007142857142857149,1.34,1.054,2.2,1_13
2666,1,1,Steel,0.44633999999999996,0.0635,0.5656,0.04,72.09997761523155,0.04,0.0286,0.05,0.0365,0.019,0.019,0.0318,0.02,0.04,0.04,0.03,68.2,0.0892,0.4591,0.068,0.135,0.016,0.018,0.33,0.35,0.0127,0.005644,0.00099,0.003018,0.00079033,0.0045060000000000005,0.0027559999999999998,0.007540000000000001,0.638271,0.008764,-0.015069999999999998,0.01034,-0.006567,0.00135,-0.0019814999999999998,0.0041499999999999974,0.5651,0.642,7.27,1_13
2667,1,1,Titanium,0.405,0.07,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0486,0.0492,0.0292,72.5,0.1468,0.5152,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.000596,0.009578,0.007086,0.00099074,0.0027949999999999997,0.00205,0.0018559999999999998,0.658732,0.024659999999999998,-0.048510000000000005,0.02961,-0.026430000000000002,0.0015970000000000001,-0.009583999999999999,0.0043857142857142975,0.7808,1.8419999999999999,4.11,2_2
2668,1,1,Steel,0.382,0.035,0.5656,0.13,75.50002376309689,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0408,0.015,0.0408,0.0443,0.036,74.5,0.1241,0.6043,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.001077,0.008633,0.0037170000000000003,0.001802,0.001615,0.000594,0.004795000000000001,0.619102,-0.002741,0.00532,-0.002927,0.002605,0.000522,-0.0025125,0.0015642857142857112,0.5687,1.153,6.78,2_2
2669,1,1,Steel,0.382,0.035,0.5656,0.13,75.50002376309689,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0408,0.015,0.0388,0.0443,0.036,74.5,0.1241,0.6043,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.006823999999999999,0.000794,0.00244,0.00050644,0.00088036,0.008504000000000001,0.00065227,0.618049,-0.005853,0.009912,-0.006203,0.005372,0.001741,-0.005370999999999999,0.004414285714285711,0.9124,0.772,7.18,2_2
2670,1,1,Steel,0.425,0.07,0.5656,0.045,74.0000202554444,0.04,0.0286,0.0381,0.03413,0.02335,0.013,0.0286,0.015,0.0411,0.048,0.0311,73.0,0.1173,0.548,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.0014869999999999998,0.006906999999999999,0.000629,0.002374,0.0015,0.0037359999999999997,0.007365999999999999,0.654109,0.013040000000000001,-0.02484,0.015569999999999999,-0.01243,0.0006567999999999999,-0.004265,0.0017857142857142872,0.3862,1.123,7.83,2_2
2671,1,1,Steel,0.5,0.12,0.6,0.06,71.36601867966897,0.04,0.0286,0.0413,0.0365,0.02335,0.0125,0.0318,0.015,0.0471,0.0471,0.028,62.0,0.1145,0.4471,0.068,0.135,0.016,0.018,0.33,0.35,0.009,0.002438,0.009014,0.0010810000000000001,0.006867,0.0007197,0.00059,0.00055635,0.675737,0.03979,-0.07744,0.050730000000000004,-0.03583,0.001861,-0.011415,0.0036428571428571426,0.1571,0.5041,5.23,2_2
2672,1,1,Titanium,0.405,0.07,0.53,0.12,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0503,0.0485,0.0305,72.5,0.1111,0.5085,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.0075239999999999994,0.00598,0.00317,0.0021260000000000003,0.0047740000000000005,0.0007469999999999999,0.00053519,0.64137,0.04755,-0.09297000000000001,0.05699,-0.04811,0.0022129999999999997,-0.01691,0.00614285714285714,0.4361,1.432,3.04,3_1
