,SSB_Include,CSB_Include,Material,CS Length,BB Drop,Stack,SS E,ST Angle,BB OD,TT OD,HT OD,DT OD,CS OD,SS OD,ST OD,CS F,HT LX,ST UX,HT UX,HT Angle,HT Length,ST Length,BB Length,Dropout Offset,SSB OD,CSB OD,SSB Offset,CSB Offset,SS Z,SS Thickness,CS Thickness,TT Thickness,BB Thickness,HT Thickness,ST Thickness,DT Thickness,DT Length,Sim 1 Dropout X Disp.,Sim 1 Dropout Y Disp.,Sim 1 Bottom Bracket X Disp.,Sim 1 Bottom Bracket Y Disp.,Sim 2 Bottom Bracket Z Disp.,Sim 3 Bottom Bracket Y Disp.,Sim 3 Bottom Bracket X Rot.,Sim 1 Safety Factor,Sim 3 Safety Factor,Model Mass,batch
1,0,0,Steel,0.43,0.067,0.5656,0.045,72.5,0.04,0.0325,0.045,0.03845,0.02335,0.013000000000000001,0.034,0.015,0.05,0.0287,0.04,73.0,0.1356,0.5887,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.006999999999999999,0.004850999999999999,0.0014939999999999999,0.0021920000000000004,0.001248,0.004915999999999999,0.0020800000000000003,0.001295,0.664021,0.018,-0.0361,0.0216,-0.0186,0.00162,-0.006495000000000001,0.0034999999999999996,0.349,1.04,4.73,1_1
2,0,0,Aluminum,0.35,-0.0145,0.5656,0.045,71.49997621217057,0.04,0.0292,0.045,0.0365,0.022,0.0185,0.0318,0.015,0.0231,0.0391,0.0233,71.5,0.08,0.265,0.068,0.135,0.015848936170212168,0.01775912247474788,0.33,0.35,0.008,0.000591,0.008614,0.000538,0.0035189999999999996,0.001257,0.000895,0.002477,0.572492,-0.013130000000000001,0.01595,-0.01265,0.007035,0.001668,-0.004934,0.005371428571428577,0.62,0.7697,1.36,3_2
4,0,0,Steel,0.375,0.05,0.5656,0.04,73.5,0.0381,0.0254,0.0317,0.034,0.01735,0.0105,0.0286,0.015,0.0339,0.019,0.0291,70.5,0.0918,0.46,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.0106,0.008779,0.0018679999999999999,0.002585,0.003423,0.001143,0.002562,0.0017620000000000001,0.573904,-0.00534,0.00762,-0.00596,0.0033799999999999998,0.00172,-0.00219,0.0039999999999999975,0.746,1.21,2.76,1_1
5,0,0,Steel,0.43178999999999995,0.024,0.5656,0.040999999999999995,72.5,0.04,0.0292,0.05,0.0365,0.022000000000000002,0.016,0.0318,0.015,0.0543,0.0364,0.0202,72.1,0.0831,0.3,0.068,0.135,0.015848936170212168,0.01775912247474788,0.33,0.35,0.008,0.000789,0.007232,0.00253,0.005867,0.006490999999999999,0.00073191,0.0075569999999999995,0.636179,-0.0030600000000000002,0.0050799999999999994,-0.00324,0.00221,0.00062,-0.001555,0.0015000000000000022,0.975,1.86,7.59,1_1
7,0,0,Aluminum,0.425,0.029863,0.5656,0.065,72.0348323139252,0.0375,0.0302,0.04,0.04345,0.025,0.0185,0.035,0.015,0.05,0.05,0.0285,69.53484,0.165,0.535,0.1,0.135,0.015848936170212168,0.01775912247474788,0.33,0.35,0.0112,0.000665,0.001475,0.00151,0.005078,0.005528,0.00923,0.00057349,0.688292,-0.01813,0.03805,-0.019209999999999998,0.022430000000000002,0.003653,-0.030645,0.011214285714285703,0.5268,0.3899,2.34,3_2
8,0,0,Aluminum,0.425,0.043,0.5656,0.077,72.99997971982306,0.035,0.042,0.045,0.04495,0.02335,0.0185,0.035,0.015,0.07,0.062,0.027,70.0,0.1236,0.52,0.1,0.135,0.015848936170212168,0.01775912247474788,0.33,0.35,0.0112,0.002251,0.001999,0.007954000000000001,0.00092491,0.004070000000000001,0.0017629999999999998,0.009342,0.703869,-0.0027760000000000003,0.006523,-0.003392,0.003437,0.00199,-0.0038215,0.005578571428571425,1.321,1.061,4.39,3_2
9,0,0,Steel,0.45,0.0735,0.5656,0.04,74.0,0.0381,0.0286,0.0318,0.034,0.01735,0.0105,0.0286,0.015,0.0391,0.0344,0.0281,73.0,0.15,0.5244,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.0106,0.0018800000000000002,0.007086,0.005928,0.006059,0.00131,0.00054149,0.001165,0.660729,0.0179,-0.038,0.0213,-0.0207,0.00209,-0.007330000000000001,0.0051428571428571435,0.34299999999999997,0.9620000000000001,5.3,1_1
10,0,0,Titanium,0.443,0.041,0.5656,0.055,72.99997971982306,0.04,0.0327,0.04,0.0365,0.022,0.017,0.0318,0.015,0.0681,0.0742,0.0259,72.0,0.105,0.457,0.068,0.135,0.015848936170212168,0.01775912247474788,0.33,0.35,0.008,0.0024059999999999997,0.0053939999999999995,0.0012490000000000001,0.008172,0.0016640000000000001,0.002506,0.001871,0.673902,-0.01259,0.022680000000000002,-0.013609999999999999,0.01122,0.001959,-0.009882,0.004257142857142852,1.6440000000000001,1.777,3.34,3_1
12,0,0,Titanium,0.444,0.0575,0.5656,0.055,72.99997971982306,0.04,0.03015,0.05,0.0365,0.022,0.017,0.0318,0.015,0.05,0.0709,0.0242,71.0,0.1054,0.457,0.068,0.135,0.015848936170212168,0.01775912247474788,0.33,0.35,0.008,0.000863,0.001686,0.0067269999999999995,0.00984,0.00052626,0.00086,0.002438,0.673723,0.02342,-0.04357,0.02684,-0.02162,0.002407,-0.007132,0.0057428571428571485,0.9181,2.722,3.08,3_1
13,0,0,Steel,0.43,0.067,0.5656,0.045,72.5,0.04,0.0325,0.045,0.03845,0.02335,0.013000000000000001,0.034,0.015,0.05,0.0287,0.05,73.0,0.1502,0.5887,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.006999999999999999,0.001637,0.0021620000000000003,0.006553,0.00263,0.0017109999999999998,0.007217,0.009445,0.658442,0.00614,-0.0129,0.00744,-0.00665,0.000697,-0.0023299999999999996,0.0015714285714285724,0.7090000000000001,1.93,9.1,1_1
14,0,0,Aluminum,0.40943,0.072,0.5656,0.045,73.49999998763374,0.04,0.0286,0.045,0.05105,0.02335,0.013,0.0334,0.015,0.0512,0.0286,0.0332,72.5,0.1677,0.61,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.007,0.00132,0.00073,0.009833,0.002648,0.004259000000000001,0.0013449999999999998,0.007918999999999999,0.672092,0.009557,-0.02175,0.01207,-0.01188,0.0016539999999999999,-0.004371,0.0025714285714285717,0.585,1.5619999999999998,3.64,3_2
15,0,0,Steel,0.38756999999999997,0.05,0.5656,0.04,73.5,0.0381,0.0254,0.0286,0.034,0.01735,0.0105,0.0286,0.015,0.035,0.019,0.0285,72.0,0.049,0.48,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.0106,0.001295,0.006996,0.001297,0.006196,0.00090121,0.00076335,0.0052369999999999995,0.584584,-0.00435,0.00563,-0.00488,0.0019100000000000002,0.00108,-0.0007435,0.002164285714285714,0.746,1.54,4.57,1_1
16,0,0,Titanium,0.425,0.02,0.5656,0.045,71.99999647998123,0.03,0.0277,0.04,0.0365,0.02335,0.0185,0.03,0.015,0.04,0.05,0.04,68.0,0.136,0.48,0.1,0.135,0.015848936170212168,0.01775912247474788,0.33,0.35,0.0112,0.004572,0.000502,0.001935,0.0073019999999999995,0.009754,0.002569,0.005065,0.6582060000000001,-0.006509999999999999,0.01288,-0.006971,0.006901000000000001,0.002357,-0.0078275,0.00662142857142857,2.775,2.3409999999999997,4.2,3_1
18,0,0,Steel,0.45,0.055,0.5656,0.045,74.5,0.04,0.0292,0.045,0.0365,0.022000000000000002,0.017,0.0318,0.015,0.0509,0.0504,0.0268,70.5,0.111,0.4826,0.068,0.135,0.015848936170212168,0.01775912247474788,0.33,0.35,0.008,0.004194,0.0025960000000000002,0.004941,0.001356,0.009913,0.005458,0.001309,0.7062649999999999,0.0211,-0.0417,0.0245,-0.0216,0.0017,-0.00757,0.0037142857142857173,0.32899999999999996,0.9159999999999999,6.4,1_1
19,0,0,Titanium,0.4,0.0705,0.5656,0.38,75.0,0.09,0.0275,0.055,0.0365,0.046,0.013000000000000001,0.0318,0.015,0.0442,0.265,0.0201,75.0,0.125,0.69,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.006999999999999999,0.009470000000000001,0.000628,0.001101,0.002606,0.0008401,0.00094232,0.00051616,0.669656,0.0896,-0.172,0.11199999999999999,-0.0878,0.0017699999999999999,-0.03175,0.004999999999999994,0.294,0.816,2.59,1_1
21,0,0,Steel,0.44243999999999994,0.077,0.5656,0.065,73.0,0.0381,0.027000000000000003,0.0318,0.034,0.02125,0.0109,0.0286,0.016,0.0434,0.0408,0.0399,71.5,0.2,0.6408,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.0106,0.001038,0.000638,0.000618,0.003696,0.0012109999999999998,0.005842,0.002123,0.650507,0.0244,-0.0592,0.0301,-0.0331,0.00225,-0.0121,0.005714285714285716,0.23399999999999999,0.633,2.8,1_1
24,0,0,Aluminum,0.405,0.073,0.5656,0.077,74.0000202554444,0.04,0.0286,0.05,0.0443,0.0265,0.013,0.032,0.015,0.0591,0.0549,0.0354,72.0,0.1264,0.465,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.007,0.002752,0.004344,0.000547,0.006354,0.007143000000000001,0.000551,0.0011380000000000001,0.650659,0.05567999999999999,-0.1017,0.06627999999999999,-0.051089999999999997,0.001841,-0.017300000000000003,0.005857142857142841,0.169,0.4941,1.76,3_2
25,0,0,Steel,0.35,-0.0145,0.5656,0.045,74.5,0.04,0.0292,0.045,0.0365,0.022000000000000002,0.0185,0.0318,0.015,0.035,0.025,0.015,74.0,0.09,0.265,0.068,0.11,0.015848936170212168,0.01775912247474788,0.33,0.35,0.008,0.0020859999999999997,0.000582,0.008190000000000001,0.00071081,0.001363,0.001925,0.003092,0.610739,-0.00257,0.0034799999999999996,-0.00242,0.00175,0.0011,-0.001515,0.005928571428571428,0.892,0.602,4.7,1_1
26,0,0,Steel,0.395,0.057,0.5656,0.045,75.0,0.04,0.0286,0.045,0.0365,0.02335,0.013000000000000001,0.0318,0.015,0.0456,0.0345,0.0443,74.0,0.1217,0.53,0.068,0.12,0.015848936170212168,0.01775912247474788,0.33,0.35,0.006999999999999999,0.0027140000000000003,0.00114,0.000697,0.00076698,0.000519,0.00069132,0.0036630000000000005,0.657667,0.016,-0.0295,0.0189,-0.0151,0.00135,-0.00529,0.0032857142857142876,0.33899999999999997,0.831,3.9,1_1
27,0,0,Titanium,0.40700000000000003,0.0722,0.5656,0.025,72.53453,0.04,0.0282,0.036000000000000004,0.01905,0.02335,0.013000000000000001,0.031,0.015,0.0429,0.0225,0.0334,73.03453,0.1486,0.58,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.009000000000000001,0.004102000000000001,0.0006320000000000001,0.0017690000000000002,0.0007763,0.005496,0.0019579999999999997,0.002268,0.644135,0.0884,-0.174,0.106,-0.0938,0.00827,-0.0337,0.019999999999999976,0.231,0.664,2.07,1_1
28,0,0,Aluminum,0.425,0.043,0.5656,0.077,72.99997971982306,0.035,0.042,0.045,0.04495,0.0265,0.0185,0.035,0.015,0.07,0.062,0.027,70.0,0.1236,0.52,0.1,0.135,0.015848936170212168,0.01775912247474788,0.33,0.35,0.0112,0.000848,0.003939,0.000522,0.0019690000000000003,0.005562,0.002131,0.00064587,0.703869,-0.023,0.0442,-0.024659999999999998,0.02441,0.0025210000000000002,-0.027235000000000002,0.008928571428571435,0.2208,0.1514,1.72,3_2
29,0,0,Aluminum,0.425,0.043,0.5656,0.072,72.99997971982306,0.035,0.042,0.045,0.04495,0.0265,0.0185,0.035,0.015,0.07,0.062,0.027,70.0,0.1236,0.52,0.1,0.135,0.015848936170212168,0.01775912247474788,0.33,0.35,0.0112,0.002972,0.000915,0.000768,0.004556,0.008237999999999999,0.009876000000000001,0.004698,0.703869,-0.006179,0.012740000000000001,-0.006906,0.006848000000000001,0.001989,-0.007547999999999999,0.005185714285714286,1.2429999999999999,1.0590000000000002,3.51,3_2
32,0,0,Steel,0.4,0.037000000000000005,0.5656,0.04,74.5,0.0381,0.0254,0.0317,0.034,0.01735,0.0105,0.0286,0.015,0.044000000000000004,0.044000000000000004,0.03,73.0,0.1238,0.54,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.0106,0.000678,0.001789,0.000596,0.009776,0.001982,0.005919,0.001005,0.623444,-0.0126,0.0218,-0.0136,0.0113,0.00228,-0.01105,0.006428571428571426,0.511,0.491,2.43,1_1
33,0,0,Titanium,0.40700000000000003,0.0797,0.5656,0.025,72.535,0.04,0.0282,0.036000000000000004,0.01905,0.02335,0.013000000000000001,0.031,0.015,0.0645,0.021,0.0408,74.035,0.1486,0.58,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.009000000000000001,0.001194,0.001504,0.003693,0.007112,0.0031079999999999997,0.009014,0.004626,0.6853060000000001,0.0648,-0.133,0.0777,-0.0736,0.00413,-0.0263,0.009999999999999988,0.426,1.18,2.69,1_1
34,0,0,Aluminum,0.31685,0.013,0.5656,0.045,72.09997761523155,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0408,0.0251,0.0263,74.0,0.3526,0.4801,0.068,0.135,0.015848936170212168,0.01775912247474788,0.33,0.35,0.009,0.008326,0.0005269999999999999,0.008945,0.001813,0.005034,0.0069700000000000005,0.001332,0.514566,-0.0007612999999999999,0.003476,-0.001403,0.0024219999999999997,0.002559,-0.008369,0.008457142857142864,2.081,0.568,2.68,3_2
35,0,0,Steel,0.4,0.037000000000000005,0.5656,0.04,74.5,0.0381,0.0254,0.0317,0.034,0.01735,0.0105,0.0286,0.015,0.044000000000000004,0.3,0.03,73.0,0.1238,0.5,0.068,0.12,0.015848936170212168,0.01775912247474788,0.33,0.35,0.0106,0.005374,0.000801,0.001142,0.006149,0.00086726,0.003124,0.001109,0.623444,-0.0102,0.0224,-0.0115,0.00972,0.00294,-0.00895,0.006571428571428563,0.589,0.601,3.04,1_1
36,0,0,Steel,0.44,0.071,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013000000000000001,0.035,0.015,0.0513,0.0287,0.027000000000000003,71.5,0.1459,0.52,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.006999999999999999,0.0019149999999999998,0.00908,0.000684,0.002768,0.00051334,0.005147,0.0012640000000000001,0.649392,0.0269,-0.0531,0.0319,-0.0273,0.0010400000000000001,-0.009510000000000001,0.002714285714285715,0.22899999999999998,0.659,4.9,1_1
37,0,0,Titanium,0.4069,0.07,0.5656,0.03,74.0000202554444,0.04,0.0277,0.038,0.0365,0.02335,0.013,0.035,0.015,0.0494,0.0856,0.0361,74.0,0.1179,0.6156,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.007,0.001515,0.002128,0.000653,0.006135,0.004219,0.001,0.00075529,0.643209,0.07612999999999999,-0.1376,0.08995,-0.06821,0.002778,-0.022795000000000003,0.007214285714285717,0.2955,0.879,1.99,3_1
39,0,0,Steel,0.41,0.067,0.5656,0.045,73.0,0.04,0.0302,0.0317,0.03845,0.0171,0.0105,0.0286,0.015,0.035,0.0287,0.03,73.0,0.1758,0.6187,0.068,0.12,0.015848936170212168,0.01775912247474788,0.33,0.35,0.006999999999999999,0.0017620000000000001,0.008987,0.0021620000000000003,0.002562,0.0038929999999999998,0.001841,0.005215999999999999,0.6462060000000001,0.008790000000000001,-0.0193,0.0107,-0.0109,0.00103,-0.00402,0.002285714285714282,0.499,1.34,6.43,1_1
40,0,0,Titanium,0.405,0.07,0.5656,0.045,73.5,0.04,0.02695,0.032,0.0365,0.02335,0.013000000000000001,0.0285,0.015,0.0332,0.0206,0.0302,72.0,0.1,0.5306,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.006999999999999999,0.004556,0.002215,0.00106,0.002706,0.002132,0.002248,0.00060961,0.62937,0.074,-0.126,0.0876,-0.0607,0.0031,-0.0203,0.008571428571428568,0.33399999999999996,1.01,1.84,1_1
41,0,0,Steel,0.405,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013000000000000001,0.0318,0.015,0.0499,0.049,0.034,73.0,0.145,0.515,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.009000000000000001,0.000993,0.004947999999999999,0.00119,0.00109,0.001166,0.009363,0.0007564,0.6536390000000001,0.033,-0.0641,0.0397,-0.0344,0.00122,-0.01235,0.0035714285714285744,0.21100000000000002,0.522,3.65,1_1
42,0,0,Titanium,0.395,0.06,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.028,0.015,0.0349,0.015,0.03,0.035,0.03,73.0,0.1236,0.57,0.068,0.12,0.015848936170212168,0.01775912247474788,0.33,0.35,0.007,0.000557,0.005208,0.000721,0.00074215,0.008665,0.0021030000000000003,0.001364,0.629888,0.0472,-0.0851,0.05546,-0.04386,0.0012380000000000002,-0.015425,0.004071428571428554,0.4296,1.113,3.18,3_1
43,0,0,Steel,0.425,0.037000000000000005,0.5656,0.07200000000000001,72.5,0.035,0.0405,0.039,0.04495,0.0265,0.017,0.0308,0.015,0.0525,0.062,0.0235,70.0,0.168,0.53,0.1,0.135,0.015848936170212168,0.01775912247474788,0.33,0.35,0.0112,0.001529,0.000572,0.0048119999999999994,0.001051,0.008053,0.002072,0.00059246,0.704851,-0.0023,0.0054399999999999995,-0.0026100000000000003,0.0032,0.00197,-0.00473,0.006857142857142856,0.737,0.58,5.85,1_1
44,0,0,Steel,0.41,0.067,0.5656,0.045,73.5,0.04,0.0302,0.0317,0.03845,0.0171,0.0105,0.0286,0.015,0.035,0.0287,0.05,73.5,0.1656,0.5887,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.006999999999999999,0.008053,0.001887,0.007867,0.004592000000000001,0.007867,0.00075751,0.00796,0.6493180000000001,0.00658,-0.0146,0.00809,-0.008,0.0010199999999999999,-0.0029,0.0019999999999999957,0.618,1.71,8.83,1_1
46,0,0,Steel,0.36,-0.01,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.019,0.03,0.015,0.0464,0.0341,0.0326,72.5,0.1203,0.2911,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.009000000000000001,0.0015140000000000002,0.00436,0.000517,0.00068328,0.0008749000000000001,0.00389,0.004247,0.615855,-0.0037,0.00557,-0.0036,0.00299,0.000643,-0.0030499999999999998,0.002857142857142855,0.983,0.856,4.52,1_1
47,0,0,Steel,0.42,0.07400000000000001,0.5656,0.04,74.0,0.0381,0.0254,0.0317,0.034,0.01735,0.0105,0.0286,0.015,0.044000000000000004,0.044000000000000004,0.03,74.0,0.14,0.54,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.0106,0.002451,0.000662,0.001537,0.004386999999999999,0.001553,0.004765,0.005026,0.643894,0.0144,-0.0288,0.0176,-0.0149,0.0020399999999999997,-0.005195,0.0036428571428571426,0.35600000000000004,1.01,4.24,1_1
48,0,0,Titanium,0.56,0.06537000000000001,0.5656,0.04,56.97582,0.0381,0.0277,0.0317,0.034,0.0175,0.00525,0.0286,0.015,0.0317,0.04,0.03,53.47582,0.142,0.5,0.068,0.135,0.015848936170212168,0.01775912247474788,0.33,0.35,0.0106,0.0005480000000000001,0.0006,0.0015630000000000002,0.009927,0.00065923,0.00092559,0.00090418,0.602132,0.0559,-0.11900000000000001,0.067,-0.049,0.0106,-0.01455,0.01785714285714287,0.42100000000000004,1.36,1.29,1_1
49,0,0,Steel,0.405,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013000000000000001,0.0318,0.015,0.0548,0.0509,0.0309,73.0,0.145,0.5169,0.068,0.12,0.015848936170212168,0.01775912247474788,0.33,0.35,0.009000000000000001,0.0008550000000000001,0.002175,0.008627,0.00077431,0.002503,0.003514,0.0020510000000000003,0.656339,0.0127,-0.0248,0.0154,-0.0131,0.0012699999999999999,-0.00469,0.0032857142857142816,0.41,1.08,5.48,1_1
50,0,0,Steel,0.405,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013000000000000001,0.0318,0.015,0.0499,0.049,0.034,73.0,0.145,0.515,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.009000000000000001,0.001372,0.0044729999999999995,0.002191,0.00466,0.002918,0.0043950000000000005,0.0069370000000000005,0.6536390000000001,0.009,-0.0176,0.0108,-0.00938,0.0005650000000000001,-0.003325,0.0016428571428571408,0.504,1.4,7.1,1_1
51,0,0,Steel,0.405,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.0145,0.0318,0.015,0.052000000000000005,0.0492,0.0322,76.5,0.145,0.5152,0.068,0.135,0.015848936170212168,0.01775912247474788,0.33,0.35,0.009000000000000001,0.001422,0.00424,0.001605,0.007361,0.00096782,0.003101,0.002355,0.674499,0.0164,-0.0329,0.0194,-0.0183,0.00074,-0.006580000000000001,0.0022857142857142855,0.331,0.91,4.95,1_1
52,0,0,Aluminum,0.405,0.07,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0499,0.049,0.034,73.0,0.145,0.515,0.068,0.135,0.015848936170212168,0.01775912247474788,0.33,0.35,0.009,0.002963,0.002425,0.0019649999999999997,0.001218,0.00075917,0.003003,0.0017219999999999998,0.6536390000000001,0.04999,-0.09736,0.0602,-0.05221,0.003453,-0.018725,0.008071428571428589,0.206,0.5776,1.66,3_2
53,0,0,Aluminum,0.405,0.07,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0499,0.049,0.034,73.0,0.145,0.515,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.009,0.000609,0.000528,0.002466,0.001696,0.00068278,0.0006,0.0047079999999999995,0.6536390000000001,0.03246,-0.06456,0.03966,-0.034010000000000006,0.004267,-0.01216,0.009000000000000005,0.2518,0.6385,1.44,3_2
54,0,0,Steel,0.40504,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013000000000000001,0.0318,0.015,0.0499,0.049,0.034,73.0,0.145,0.515,0.068,0.135,0.015848936170212168,0.01775912247474788,0.33,0.35,0.009000000000000001,0.000906,0.004366,0.0028989999999999997,0.0011380000000000001,0.0020829999999999998,0.001375,0.005632,0.6536390000000001,0.00978,-0.0193,0.0119,-0.0102,0.0007769999999999999,-0.003675,0.0019285714285714303,0.45399999999999996,1.15,6.39,1_1
55,0,0,Steel,0.405,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013000000000000001,0.0318,0.015,0.0499,0.049,0.034,73.0,0.145,0.515,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.009000000000000001,0.0037689999999999998,0.00263,0.0034130000000000002,0.0012259999999999999,0.0013109999999999999,0.0016179999999999999,0.006072999999999999,0.6536390000000001,0.00925,-0.0181,0.0112,-0.00965,0.0008439999999999999,-0.0034600000000000004,0.0019999999999999957,0.47200000000000003,1.18,6.62,1_1
56,0,0,Titanium,0.405,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013000000000000001,0.0318,0.015,0.0548,0.0555,0.0309,73.0,0.145,0.5215,0.068,0.135,0.015848936170212168,0.01775912247474788,0.33,0.35,0.009000000000000001,0.000509,0.0009130000000000001,0.007861,0.003811,0.003415,0.005615,0.0022670000000000004,0.656339,0.0233,-0.0454,0.028,-0.024,0.0025800000000000003,-0.008525000000000001,0.006357142857142858,0.863,2.42,2.94,1_1
58,0,0,Steel,0.36,-0.01,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.019,0.03,0.015,0.0503,0.0339,0.0327,72.5,0.115,0.2909,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.009000000000000001,0.001091,0.00345,0.001516,0.0018260000000000001,0.00543,0.001099,0.001745,0.6174390000000001,-0.00535,0.0075,-0.00518,0.0040100000000000005,0.0007019999999999999,-0.00399,0.0022857142857142885,1.01,1.01,3.93,1_1
59,0,0,Titanium,0.405,0.07,0.5656,0.045,74.0,0.04,0.0267,0.037000000000000005,0.0365,0.02335,0.013000000000000001,0.027999999999999997,0.015,0.0397,0.0353,0.0285,72.0,0.0998,0.5,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.006999999999999999,0.000655,0.008526,0.001567,0.004681,0.007195999999999999,0.0030269999999999997,0.00060207,0.634375,0.0636,-0.107,0.0748,-0.0518,0.00218,-0.0172,0.005714285714285729,0.361,1.1,2.61,1_1
60,0,0,Titanium,0.405,0.07,0.5656,0.045,74.0,0.04,0.0267,0.037000000000000005,0.0365,0.02335,0.013000000000000001,0.027999999999999997,0.015,0.0397,0.0353,0.0285,72.0,0.0998,0.5,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.006999999999999999,0.005006,0.006927,0.006591,0.002838,0.00065156,0.003089,0.006533,0.634375,0.0161,-0.0273,0.0192,-0.013,0.00118,-0.00432,0.003142857142857138,0.9259999999999999,2.87,4.64,1_1
61,0,0,Titanium,0.405,0.07,0.5656,0.045,74.0,0.04,0.0267,0.037000000000000005,0.0365,0.02335,0.013000000000000001,0.027999999999999997,0.015,0.0396,0.0352,0.0286,72.0,0.0998,0.5,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.006999999999999999,0.000872,0.001459,0.005803,0.0056689999999999996,0.002172,0.0036340000000000005,0.009826,0.633134,0.0146,-0.025,0.0174,-0.0118,0.00146,-0.003875,0.0035000000000000057,1.06,3.14,4.03,1_1
62,0,0,Steel,0.445,0.06,0.5656,0.1,73.0,0.03,0.0405,0.046,0.04375,0.0265,0.017,0.0304,0.015,0.04,0.095,0.025,72.0,0.13,0.535,0.1,0.135,0.015848936170212168,0.01775912247474788,0.33,0.35,0.0112,0.000726,0.000727,0.007548999999999999,0.007006,0.009197,0.0005533,0.001795,0.7404229999999999,0.007670000000000001,-0.0171,0.00878,-0.00992,0.00119,-0.00365,0.004142857142857141,0.81,1.75,8.31,1_1
63,0,0,Titanium,0.408,0.07,0.5656,0.045,74.0,0.04,0.0322,0.034,0.0365,0.02335,0.013000000000000001,0.039,0.015,0.0476,0.049,0.0342,72.0,0.1706,0.5670000000000001,0.068,0.12,0.015848936170212168,0.01775912247474788,0.33,0.35,0.009000000000000001,0.002139,0.000572,0.00914,0.0035789999999999997,0.002738,0.004718,0.001049,0.649558,0.022,-0.0457,0.0263,-0.0255,0.0038299999999999996,-0.009315,0.007499999999999991,0.741,2.06,3.17,1_1
64,0,0,Steel,0.36,-0.01,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.019,0.03,0.015,0.0454,0.0341,0.0227,71.5,0.1144,0.2911,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.009000000000000001,0.0051140000000000005,0.0039700000000000004,0.00445,0.001091,0.004297,0.001675,0.00071707,0.616975,-0.00503,0.006790000000000001,-0.00485,0.00372,0.00082,-0.004065,0.0029285714285714297,0.9420000000000001,0.877,5.15,1_1
65,0,0,Titanium,0.405,0.07,0.5656,0.045,74.0000202554444,0.04,0.0291,0.037000000000000005,0.0365,0.021,0.01665,0.0318,0.015,0.0467,0.0475,0.0328,73.0,0.1277,0.5825,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.35,0.009,0.007634999999999999,0.007065000000000001,0.000698,0.004981,0.00067041,0.000947,0.001991,0.654201,0.04068,-0.07661,0.048310000000000006,-0.03993,0.001854,-0.01387,0.005142857142857156,0.4859,1.389,3.32,3_1
