, CS Length, BB Drop, Stack, SS E, ST Angle, BB OD, TT OD, HT OD, DT OD, CS OD, SS OD, ST OD, CS F, HT LX, ST UX, HT UX, HT Angle, HT Length, ST Length, BB Length, Dropout Offset, SSB OD, CSB OD, Material, SSB Offset, CSB Offset, SS Z, SS Thickness, CS Thickness, TT Thickness, BB Thickness, HT Thickness, ST Thickness, DT Thickness, DT Length
3340,0.41,0.066,0.5710000000000001,0.115,74.0,0.04,0.0286,0.044000000000000004,0.0365,0.023350000000000003,0.013000000000000001,0.028999999999999998,0.015,0.0404,0.0181,0.0225,72.25,0.15830000000000002,0.516,0.068,0.13,0.016,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.0035865488020996924,0.005984401705663217,0.0008858496305665152,0.003961639983579608,0.007741551429741819,0.0007030522089149303,0.0012185645870460295,0.6429635885836511
3363,0.44,0.061,0.637,0.06,73.0,0.040999999999999995,0.03175,0.05,0.0365,0.027000000000000003,0.013999999999999999,0.03,0.015,0.0556,0.0558,0.0225,70.25,0.1132,0.493,0.073,0.135,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.008,0.002016965962104459,0.0006984396219587075,0.0012356162297504812,0.0012052691449493248,0.002043694547178861,0.0017046792926940287,0.0018180026083328101,0.7027796797343139
3390,0.405,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.04399999999999999,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0486,0.047,0.0335,73.0,0.1499,0.613,0.068,0.13,0.016,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.0011773883706509307,0.005350848979565705,0.0012070334543882574,0.0008484369734762204,0.0036687946764778,0.0008647251239682373,0.0022442600235394548,0.6271616840481147
3398,0.405,0.071,0.635,0.045,72.5,0.044000000000000004,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0482,0.049100000000000005,0.0288,72.5,0.2186,0.5791000000000001,0.068,0.13,0.016,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.0005898686983900809,0.004694249387958011,0.0067667993117463575,0.0021875398532868805,0.0017876764279027382,0.00877932444290781,0.006629633749836095,0.6654202350923687
3399,0.43,0.071,0.635,0.045,72.5,0.044000000000000004,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.03,0.03,0.035,72.5,0.2184,0.56,0.068,0.13,0.016,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.000731909631542148,0.0013748591503111992,0.005469551577616536,0.002844373861812392,0.005919107451089525,0.0025637909597905173,0.003037902028890173,0.6561208728929253
3412,0.41984,0.06,0.5656,0.045,74.00000000000001,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0396,0.0476,0.0206,76.0,0.1703,0.6376000000000001,0.068,0.135,0.016,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.005020980234470861,0.0075846272765347856,0.003725578571716333,0.00664905727272443,0.005065241110715148,0.0016089760435965574,0.0012437764015463778,0.6598337303396328
3429,0.41984,0.06,0.5656,0.045,74.00000000000001,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0396,0.0476,0.0206,76.0,0.1703,0.6376000000000001,0.068,0.135,0.016,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.0006458653727715079,0.0013618490206746393,0.0017565709291232296,0.006668537702714367,0.0018898577615672695,0.002653453142621293,0.003950067064030237,0.6598337303396328
3430,0.42293,0.06,0.5656,0.045,74.00000000000001,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0396,0.0476,0.0206,76.0,0.1703,0.6376000000000001,0.068,0.135,0.016,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.005449586503217764,0.002871546971397396,0.00725898981394138,0.0005762236166136014,0.009417898147759222,0.002206823424662257,0.005627810414770754,0.6598337303396328
3438,0.405,0.07200000000000001,0.5656,0.045,73.5,0.04,0.0286,0.038,0.0365,0.023350000000000003,0.013000000000000001,0.03,0.015,0.0466,0.0352,0.0303,73.0,0.165,0.56,0.068,0.13,0.016,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.0008428705457381247,0.0005881455476193257,0.000763066901251008,0.005481565714216032,0.005863095636894615,0.007237784528889067,0.0013578707265287848,0.6551098271799273
3439,0.425,0.075,0.5656,0.045,73.5,0.04,0.0286,0.038,0.0365,0.023350000000000003,0.013000000000000001,0.03,0.015,0.0463,0.035,0.031,72.0,0.15030000000000002,0.56,0.068,0.13,0.016,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.0011401023312556328,0.009633867122589,0.005319632364193639,0.0027907966171682765,0.0019331955251463847,0.0009863981453218922,0.008645513216051445,0.6620818948366209
3441,0.405,0.068,0.5429999999999999,0.045,73.0,0.04,0.0286,0.044000000000000004,0.0365,0.026000000000000002,0.013000000000000001,0.033,0.015,0.0619,0.0358,0.0307,73.0,0.14,0.505,0.068,0.13,0.016,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.002618749792181083,0.0006136314381452134,0.0005720246066928133,0.0014933131231150301,0.0054098747192307005,0.0023295526033125665,0.0012239237394132327,0.6486019754874165
3446,0.425,0.075,0.5656,0.045,73.5,0.04,0.0286,0.038,0.0365,0.023350000000000003,0.013000000000000001,0.03,0.015,0.0463,0.035,0.031,72.0,0.15030000000000002,0.56,0.068,0.13,0.016,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.004791372302939865,0.0021431975993860845,0.0056774206121151605,0.00187883241529492,0.0009842362224923161,0.005185186956703688,0.004401638198820852,0.6620818948366209
3449,0.41,0.066,0.56,0.115,73.5,0.04,0.0286,0.055,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0515,0.0186,0.0302,73.25,0.15,0.5,0.068,0.13,0.016,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.0008936585601058849,0.006037155321674686,0.009898129240712192,0.0033141506250426683,0.0033044691803083945,0.0008503006066371397,0.0019065172098418847,0.644374460809306
3516,0.40700000000000003,0.07,0.55,0.05,73.5,0.04,0.0286,0.045,0.0365,0.02135,0.013000000000000001,0.0318,0.015,0.0443,0.0219,0.0375,73.0,0.1502,0.5819,0.068,0.13,0.016,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.001898169209154248,0.0009856769772521633,0.007730235676885243,0.0048406847257887655,0.0011342803114532632,0.0006778067090887897,0.0007443257618877801,0.6532404247547988
3531,0.413,0.067,0.5903999999999999,0.045,72.5,0.04,0.0286,0.044000000000000004,0.0365,0.026000000000000002,0.013000000000000001,0.033,0.015,0.0609,0.03670000000000001,0.0445,73.0,0.22899999999999998,0.575,0.068,0.13,0.016,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.004636244974978749,0.0018047546074381727,0.0006832817801262211,0.0005167298458988169,0.0007748772953454049,0.008383978181189933,0.0020707773361781203,0.6762636040409317
3574,0.425,0.075,0.585,0.045,72.5,0.04,0.0286,0.05,0.044000000000000004,0.023350000000000003,0.013000000000000001,0.032,0.015,0.05,0.0333,0.035,72.5,0.16290000000000002,0.54,0.068,0.135,0.016,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.009376660324251657,0.002096684988695193,0.0005148436675401273,0.0008221694062483357,0.007420022381563815,0.0006660128992956839,0.0015648743618683096,0.6623567734376989
3579,0.425,0.075,0.5770000000000001,0.045,72.5,0.04,0.0286,0.05,0.044000000000000004,0.023350000000000003,0.013000000000000001,0.032,0.015,0.0503,0.033100000000000004,0.0355,72.5,0.15419999999999998,0.54,0.068,0.135,0.016,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.0009114812624174104,0.0005281929194097372,0.003999486653054185,0.009978082655164856,0.0016579544058230725,0.00531185670763857,0.002647637477868221,0.6590573988176052
3580,0.425,0.075,0.5770000000000001,0.045,72.5,0.04,0.0286,0.05,0.044000000000000004,0.023350000000000003,0.013000000000000001,0.032,0.015,0.0494,0.033100000000000004,0.0358,72.0,0.15680000000000002,0.54,0.068,0.135,0.016,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.004525686270447213,0.0024916949675484854,0.0008391798977549393,0.0007686682782741097,0.0011713759468350265,0.0017642961915779601,0.0017437705881700016,0.6618759693062836
3611,0.405,0.07,0.5539999999999999,0.045,77.3,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0509,0.0498,0.0295,73.0,0.13219999999999998,0.5157999999999999,0.068,0.13,0.016,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.0069422539478987254,0.003375305598202309,0.001470552594969136,0.000764743014887764,0.001536521418167675,0.0037611700796246093,0.002601568691005585,0.644839855196741
3650,0.3428,-0.038,0.4501,0.045,71.00147298968496,0.04,0.0286,0.0413,0.0365,0.0175,0.013000000000000001,0.0318,0.015,0.0355,0.0289,0.0272,75.2,0.1105,0.2702,0.068,0.13,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.0025099855301674674,0.005292467254434103,0.004274732774563829,0.0008114166130039566,0.0006439786420161162,0.007091071919846988,0.007971377461077591,0.6168577672517692
3653,0.3428,-0.038,0.4501,0.045,71.00147298968496,0.04,0.0286,0.0413,0.0365,0.0175,0.013000000000000001,0.0318,0.015,0.0355,0.0289,0.0272,75.2,0.12300000000000001,0.28300000000000003,0.068,0.13,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.0007686682782741097,0.009294725586472154,0.000926943649676792,0.006581322821432376,0.0014043313868498455,0.0006718839270903056,0.0020662387420827396,0.6160071586088801
3673,0.446,0.075,0.5656,0.06,73.0,0.04,0.0286,0.0413,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0497,0.05,0.0293,71.5,0.135,0.55,0.068,0.13,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009000000000000001,0.0038502352824938296,0.00344010414807551,0.0015752089975944994,0.0009965500766192447,0.0021229167738204503,0.0007448703459506507,0.003722854754442415,0.7322116227236163
3674,0.446,0.075,0.5656,0.06,73.0,0.04,0.0286,0.0413,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0497,0.05,0.0293,71.5,0.135,0.55,0.068,0.13,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009000000000000001,0.0006877942627050247,0.0027684342329009877,0.0006411588751036423,0.0005224299434866263,0.0028841758118486067,0.004770392487455804,0.006243721541290338,0.7322116227236163
3675,0.446,0.075,0.5656,0.06,73.0,0.04,0.0286,0.0413,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0497,0.05,0.0292,71.5,0.138,0.55,0.068,0.13,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009000000000000001,0.0008257852434116486,0.0011426066215892616,0.0077642326527265,0.0033433654802740983,0.0009255887448690273,0.008065207081493955,0.003472968437912542,0.7325609718434409
3676,0.446,0.075,0.5656,0.06,72.99999999999999,0.04,0.0286,0.044000000000000004,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0507,0.0358,0.0298,71.5,0.138,0.545,0.068,0.13,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009000000000000001,0.005215614620831231,0.0041152098705692095,0.005761078005889924,0.0012882162044848804,0.005323524459770882,0.004572264273770565,0.007924872798894388,0.7331433714061732
3684,0.4,0.067,0.6209,0.045,75.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0395,0.0433,0.0253,72.5,0.1113,0.5233,0.068,0.13,0.016,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.0005348011811378194,0.003130377902954184,0.0006300027361650064,0.007312275231888459,0.0008691635742741402,0.0014716285210593493,0.0015786690209257175,0.6348369719101526
3685,0.4,0.067,0.6209,0.045,75.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0395,0.0436,0.0249,72.5,0.1113,0.5136000000000001,0.068,0.13,0.016,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.0011451164127186547,0.002163672173425845,0.0070548608184347935,0.000680289917928021,0.0006463379185394782,0.0007481462278531749,0.005374381597598617,0.6349003251720412
3686,0.4,0.067,0.6209,0.045,75.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0395,0.0439,0.0244,72.5,0.1113,0.5039,0.068,0.13,0.016,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.0009896499367666254,0.002908536541835065,0.0005268425644987838,0.005982213670050012,0.009469700559082193,0.0013230687412243145,0.0009824382401565279,0.6349003251720412
3687,0.4,0.067,0.6209,0.045,75.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0395,0.0442,0.024,72.5,0.1113,0.4942,0.068,0.13,0.016,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.006162062644354087,0.0006020729429262066,0.002402222117492123,0.0011426066215892616,0.004532311106931297,0.001139268788125585,0.002676843826448184,0.6349003251720412
3688,0.40700000000000003,0.07200000000000001,0.585,0.045,73.25,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.017,0.0464,0.0341,0.0287,73.5,0.1608,0.52,0.068,0.13,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009000000000000001,0.0006197202172126141,0.0026486058694055264,0.0017791980373540058,0.0010101255610308476,0.004077759048944745,0.0005697282082197412,0.003317788475141427,0.6601052004227409
3692,0.415,0.0695,0.5413,0.055,73.5,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0573,0.0516,0.0435,72.5,0.1403,0.5516,0.068,0.13,0.016,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.006294156006629965,0.00056744102866118,0.007919078824882646,0.0013509366557509432,0.0048159653987968325,0.003105294486578713,0.0021731878355198625,0.6455830722793962
